file,type,dvfs_modes,energy_con,time_con,tot_time,num_evals,hv,pf_points
consumer-cords,normal,8,1198439.0678903833,143686.91833471204,0.3287038803100586,59,0.010000000009895302,0
consumer-cords,dpll,8,1198439.0678903833,143686.91833471204,40.983964920043945,70,0.010000000009895302,0
