file,type,dvfs_modes,energy_con,time_con,tot_time,num_evals,hv,pf_points
networking-mocsyn-asic,normal,8,-19928.80978747503,87915.55504539548,0.3103606700897217,62,0.010000000000436557,0
networking-mocsyn-asic,dpll,8,-19928.80978747503,87915.55504539548,41.45819425582886,69,0.010000000000436557,0
