file,type,dvfs_modes,energy_con,time_con,tot_time,num_evals,hv,pf_points
office-automation-cords,normal,8,59910.74592239376,10937.613078407076,0.24946808815002441,54,0.00999999999989086,0
office-automation-cords,dpll,8,59910.74592239376,10937.613078407076,34.93321371078491,68,0.00999999999989086,0
