file,type,dvfs_modes,energy_con,time_con,tot_time,num_evals,hv,pf_points
auto-indust-mocsyn,normal,8,34972.139036155524,5721.161794349978,0.5768580436706543,45,0.00999999999989086,0
auto-indust-mocsyn,dpll,8,34972.139036155524,5721.161794349978,40.39483308792114,69,0.00999999999989086,0
