file,type,dvfs_modes,energy_con,time_con,tot_time,num_evals,hv,pf_points
tg_20,normal,5,291065.1500748636,44841.853326932745,28.34182572364807,6166,0.00010000000011350494,0
tg_20,dpll,5,291065.1500748636,44841.853326932745,3979.521288394928,6298,0.00010000000011350494,0
