file,type,dvfs_modes,energy_con,time_con,tot_time,num_evals,hv,pf_points
tg_20,normal,5,282277.83026633173,33273.39460024126,28.059675931930542,6301,0.00010000000011350494,0
tg_20,dpll,5,282277.83026633173,33273.39460024126,3904.6433255672455,6157,0.00010000000011350494,0
