file,type,dvfs_modes,energy_con,time_con,tot_time,num_evals,hv,pf_points
tg_20,normal,5,291065.1500748636,44841.853326932745,29.19909381866455,6166,0.00010000000011350494,0
tg_20,dpll,5,291065.1500748636,44841.853326932745,3993.3479919433594,6298,0.00010000000011350494,0
